投诉问题,投诉对象,发布日期,投诉要求,投诉内容
 贷款无法还款,宁波银行,2022年07月03日 18:33," 解释,不影响征信","功能限制,贷款陷阱,自动代扣没扣款，自动还款无法还款,打电话客服不能解决,导致逾期"
 滴滴金融扣款失败,宁波银行,2022年07月03日 15:08, 要求退款 征信不良,从昨天到今天我已经手动扣款了六次并且每次都成功了，就是平台不成功，导致逾期加了0.08元，总共扣款737.66元，而平台第十期只要122.93.并且今天已经换卡了，还是逾期，打给滴滴金融，滴滴金融踢皮球给宁波银行，宁波银行电话也打了，等通知回复马上是七月三号下午15点整，也没有回复如何处理问题，那么我逾期的征信银行得给我撤销了，并且得退给我手动扣款的614.73，这平台因为系统问题手动扣款也成功了，并且是六次，导致我个人征信异常，这个问题谁来负责，请宁波银行给我处理这几个问题，因为滴滴金融说是宁波银行的问题，处理问题就是征信异常撤销、除了第十期改扣款的金额是122.93得退还本人614.73、撤销逾期和不良记录、滴滴金融平台得显示还款成功
 违法异常房贷,宁波银行,2022年07月01日 18:26," 解释,赔偿,删除征信记录，道歉",个人征信显示莫名多了宁波银行的贷款，出现征信不良记录。
 押金不退,宁波银行,2022年07月01日 11:23, 退房租押金,宁波银行入职培训，不干了需要下个月在退房租但是让我们当天搬走
 减免罚息/涉嫌P2P,宁波银行,2022年06月30日 09:57, 免除利息罚息,宁波银行白领融提供20W额度，使用过程中没发生逾期 ，利息 12%单利， 5W用一年 6K多，到期后 宁波银行延期使用3年， 虽然利息很高，一直按时还款！后使用中突然额度清零， 20W 款项 通过亲友帮忙 还清，但还有6K多利息实在无力还清，并产生 高额 罚息 2000多，经过 对协议的查看，发现这些钱都是个人出资 ，宁波银行给他们5%利息，宁波银行又设立白领融产品 以12%的高利发给我们个人，中间收取7%的差额利息！ 是否属于P2P 产品？将和银保监会咨询！ 请宁波银行免除罚息降低 贷款利息！
 虚假宣传,宁波银行,2022年06月29日 12:49, 提前还款并退手续费,2021年3月 宁波银行工作人员致电我说万利金手续费打3.8折，年化利息4左右，忽悠我借万利金，一年后本人发现宁波银行万利金产品真实年化远远超过宣传利率，每月还掉的本金继续算利息，本人现在要提前全额还款但没有全额还款的选项，只能更改分期，还要全额收取手续费！！
" 虚假宣传,客服服务态度差,欺骗误导客户办信用卡",宁波银行,2022年06月29日 10:08," 解释,改善服务,赔偿,履行实际年化3.6%",宁波银行宣称年化3.6%，实际年化利率高达6.7%。误导消费者办理了3张信用卡，浪费大量时间。
" 虚假宣传,私自扣款",宁波银行,2022年06月29日 07:36," 退款,赔偿",办理宁波银行信用卡时相关人员从未告知消费金额超过一定金额后自动分期，app自动分期设置也隐秘未做提示。5月消费2000元后发现该信用卡默认自动分36期且不能取消，提前还清也没有用，导致多付手续费。属于欺骗消费者行为，其他银行信用卡均未有该行为。本人诉求，取消自动分期，退还自动分期产生的所有手续费！
" 客服服务态度差,暴力催收,威胁恐吓",宁波银行,2022年06月28日 16:54," 解释,改善服务,道歉",你好，尊贵的宁波银行。本人目前确实存在逾期，也给贵公司信用卡中心带来了影响，但是我一直想与你们进行一个友好的协商还款，没有任何逃避行为。但是在此期间你们客户经理频繁骚扰我的家人朋友，不与我本人联系沟通。今天上午我给这个客户经理打电话过去，我很友好的和她进行沟通协商，但是她说不可能跟我协商，要带着催收团队到我单位，来我家门口堵我，让我全家不得安宁。我现在非常害怕这样的事情发生，希望宁波银行的相关领导能解决此事，这已经不是以前的旧社会了，如果不能制止这样的违法行为，我会向其他监管部门进行求助。请核实完以下录音后与我联系解决186+0255+5191。你们宁波银行客户经理叫陆雨婷，她的手机号18851794***
 直接贷,宁波银行,2022年06月28日 10:02," 协商还款,停止催收",因本人债务爆发，在宁波银行直接贷的8万导致逾期，目前还差34100，本人现在一次性无法全额还款，多次协商不同意，本人意愿还款带一次性拿不出，希望能跟银行协商还款，停止第三方的催收，在本人电话通畅的情况联系家里人导致家里人恐慌，希望停止第三方催收
 催收方发信息搔扰朋友,宁波银行,2022年06月27日 09:08," 作出处罚,协商还款停止爆通讯",因为疫情影响，收入锐减，造成无法按时还款，期间多次联系客服协商还款，客服均以没有这方面的政策为由推给了第三方催收，第三方催收也坚决不同意协商，一直打电话搔扰，还寄律师函，今天更是暴我的通讯录，搔扰到我的亲戚朋友，要求第三方催收停止搔扰，与银行方面直接协商还款方案，以便于我能够及时还清欠款。
 一直查我征信什么意思,宁波银行,2022年06月26日 20:32, 解释,我又没有在你们那里办过业务，也没你们银行的信用卡，也没有你们银行的贷款为什么要一直查我征信，是白条的吗？
" 功能限制,虚假宣传",宁波银行,2022年06月26日 12:32," 退款,解释,改善服务,赔偿",当初贷款的时候并未说明不能提前还款，并且已经跟客服确认可以提前还款，沟通了n次，打了好几次电话，几个月都没反应，都在拖，强烈要求提前还款，并返还扯皮期间大约4个月共计1万的利息。
" 虚假宣传,万利金欺骗客户虚假宣",宁波银行,2022年06月25日 09:50, 退款,宁波银行以3.6年利率欺骗客户办理万利金，并未告知不能提前还款。在引导客户提取后才告知提前还款要3%的手续费，共9000元。
" 虚假宣传,私自扣款,隐瞒欺骗",宁波银行,2022年06月25日 07:17," 退款,赔偿",办理宁波银行信用卡时未告知消费金额超过一定金额后自动分期。本月消费16000余元后发现该信用卡默认自动分36期且不能取消，导致需多付手续费2000余元。属于欺骗消费者行为，其他银行信用卡均未有该行为。本人诉求，取消自动分期，可以正常还款
 违规催收,宁波银行,2022年06月24日 11:59, 停止违规催收,1.本人信用卡逾期，在未失联的情况下，通知亲属，朋友，钱款总金额包括信用卡逾期部分，和信用贷款部分（每月正常还息）2.2021年12月，本人银行卡暂停非柜面业务，将钱打入后不可正常还款，至柜面处理，告知需要行长签字，行长不签字，几日后告知已逾期，行长遂签字，由此造成违约金3.本人卡中仍有部分金额，宁波银行已卡片非柜为由，不可取现，不可还款，如需还款需要全额还款，否则不能使用4.请宁波银行列出所有费用明细，本人自去年12月起还款十余万，目前信用卡显示可用额度为6.9w，其中不明原因的扣款可否有依据5.违约金问题，金额出入很大
" 虚假宣传,误导用户,高额提前还款手续费,不合理提前还款手续费",宁波银行,2022年06月23日 19:42," 减免提前还款手续费,免去误导产生的新费用,改善服务",1.宁波银行万利金，办业务时工作人员告知月息4.8，用完六个月后能提前还款，但是实际使用却是相当于本金的4.8，但是每个月还掉的钱仍旧计算利息，极其不合理，欺骗用户。2.办的时候告知能提前还款，但是银行app中却没有提前还款相关操作（宁波银行是不是有那种能宰一个算一个的想法），只有分期变更，存在误导用户以为分一期就是提前还款，这与该行上市公司，盈利能力最强的城商银行的宣传口径极其不符，难道赚的钱都是这么坑来的？？app上没有提前还款误导本人办理了变更分一期（我以为这就是提前还款），且产生了一笔另外的手续费，实际上我还款的钱都在账户里了，坑我产生了一笔新的手续费，误导欺骗用户，后来我通过向银行客服反应并办理了提前还款，但是变更的手续费还在，我无法理解。3.信用卡提前还款还需要手续费，且手续费高，事先并未告知有如此高的提前还款手续费，是我第二天看到账单的时候才发现，高额手续费相当不合理。综上，作为一家上市公司，一家国家发放牌照认可的城商银行，口碑信誉很重要，本人及家人之前十分相信，也在该行存款，买理财，买基金，办贷款等，但是经过此事让人很心寒，欺骗误导的情形存在违反民法典平等，诚信原则的嫌疑，要求去掉变更产生的新一期的费用，同时减免提前还款手续费。不然本人仍将向各级部门反应，甚至通过法律武器维护自己权益。
