投诉问题,投诉对象,发布日期,投诉要求,投诉内容
 提前还款收高额违约金,南京银行鑫梦享,2022年06月24日 16:24, 提前还款,本来因为债务问题，想提前把南京银行鑫梦想的钱全额还款，现在每一分钱对我都很重要，但是我要提前还款，南京银行鑫梦想要收取我高额的违约金，16万他们要收取5%的违约金，我偿还不了，我可以把借款和利息还掉，但是违约金太高了快赶上总利息了，客服的意思是要么还违约金要么按时还款，没得商量
 暴力催收,南京银行鑫梦享,2022年06月23日 20:27, 停催,在南京鑫梦享平台借款受疫情影响导致入不敷出，无力偿还，目前在慢慢努力偿还中，对债务还不上表达歉意，强调现在没钱但是有很强的还款意愿，只是需要时间去赚钱，但是催收电话不堪其优，问我是否在原单位上班，让我7月5号必须把款还上，还不上就去公司找我，严重扰乱了我的生活，本人要求平台停止骚扰电话和短信，停止催收
 巨额违约金,南京银行鑫梦享,2022年06月22日 17:33, 本金结清,本人在南京银行办理的鑫分期卡，额度是150***元，使用一年归本时间是22年3月27日，我爱人的收入作为家中主要来源，由于近两年疫情影响，我爱人的工作受到了较大影响，我自身也有正常工资收入，但是确实无法按期偿还全部本金，导致了信分期卡的预逾期情况，在逾期后我致电南京银行客服，与客服描述了我的情况，客服也能够理解，但表示该卡不能再次协商分期，只能一次性还清，并承诺我凑齐钱后再致电沟通减免。期间我一直尽力去借钱，希望能尽量凑够一次性还清。今天是22年6月21日，距离逾期大约不到90天，我发现这张信用卡的欠款金额已经到171***元，也就是不到3个月的时间，利息加违约金高达21350元，已经达到了本金的14%，换算成年化利率的话则是高达56%，超出了法律所规定保护的范围，这是银行还是高利贷？同时我今天致电客服进行协商，客服告诉我提交相应疫情证明进行减免审核，同时银行的流程是我把171***元还完以后才会进行资料审核来确定是否有减免，我认为这与之前沟通的不一致，同时银行没有协商解决的意愿。希望平台能够提供帮助。
" 高利贷,退合法利息 高额担保",南京银行鑫梦享,2022年06月21日 20:54, 退款,本人原借款手机号13994395***，身份证：140226********5616，先用手机号码：18534806***自2017年，从万达快易花借款，南京银行放款共34笔，180***元多，单借款利息年华36%，提前收取的服务费，砍头息，担保费，折年化利率50%，共付利息担保费，即砍头息60000多元，先要求退回超出国家法定利息，担保费，砍头息，服务费20000元，请平台协助处理，谢谢
 催收不当,南京银行鑫梦享,2022年06月21日 16:09, 协商还款,本人在唯品会取现申请货款，由南京银行出资，期间一直正常还款，近半年来因为疫情原因没有稳定收入，影响正常还款，希望可以协商延期或者贷款重组拉长年限，但南京银行让第三方催收公司催收，多次我表明能协商还款，今天还发来律师信加恐吓，说要采取手段还款，希望平台能帮帮我
 提前还款收取违约金,南京银行鑫梦享,2022年06月21日 12:17," 退款,解释",本人2021年11月办理南京银行鑫梦享贷款10万元分48期还款，当时是通过中介办理收取9600元手续费，告诉我10万元每月利息400多，实际还款时才发现每月利息高达800多，年化利率高达18%，并告知还款六个月后可申请提前还款不收取违约金，合约上是写了有5%的违约金我当时提出了质疑，但中介明确告诉我可以免除违约金银行工作人员也在场。现在我打算申请提前还款确告知不能减免违约金，经过我跟中介和银行的协商，一共4581.88元银行只减免了2000元，钱已经还清，我要求南京银行能够退还2581.88元违约金，每个月还款利息都已经很高了现在提前还款还收取违约金我不能接受，办理时是告知了不收取违约金的存在诱骗误导行为。
 解决问题希望协商,南京银行鑫梦享,2022年06月21日 10:51, 协商解决,本人于2020年3月30日和2021年11月4日分别在鑫梦享分别贷款12万和3万7000元，期间一直正常还款，近半年来因为疫情原因没有稳定收入，影响正常还款，希望可以协商延期或者贷款重组拉长年限，本人没有恶意不想还款，希望可以能协商解决
 服务不到位,南京银行鑫梦享,2022年06月21日 10:03," 改善服务,撤销处罚",京东金融APP推荐我办理京东金融联名信用卡，于是我办了一张南京银行的联名信用卡，使用过程中发现此卡不能调额，不能修改账单日，通过京东金融APP查询入口复杂，账单明细不清，且南京银行app不停改版，页面切换操作复杂，查账困难，客服难联系。遇到问题京东金融建议咨询南京银行，南京银行建议咨询京东金融。因为没有此信用卡专属APP，且此卡功能不全，客服服务不到位，最后我只能通过手机短信查询账单及最后还款日，恰巧17号手机停机没收到还款短信，导致我本来17日的还款延误了几个小时。18号南京银行短信通知我已逾期，我立即还款，然后致电南京银行客服说明具体情况，并表示导致本次逾期，银行和京东金融也有部分责任，希望不要上报征信，减免部分罚息。客服表示非常理解，但是处理不了，帮我上报给领导处理，希望南京银行的领导能尽快处理此事，诚挚感谢为盼！
 高息,南京银行鑫梦享,2022年06月20日 22:30, 退款,本人在京东金融APP，申请南京银行诚易贷，本金20000年化利率高达23.4％，银监会有规定，利率上限为：“借贷利率不得超过一年期贷款市场报价利率LPR的四倍”南京银行利率高达7倍，请南京银行退还非法利息
 利息高出国家规定利息,南京银行鑫梦享,2022年06月20日 18:41, 降到国家规定利息,国家规定民间借贷年利率14.8%，现在南京银行鑫梦享利率为18.8%，
 高利贷,南京银行鑫梦享,2022年06月19日 20:31, 退款,本人在平台贷款8500元，合同明确写明年利率7.5％，分12期，每期还款却要803.76元，达到36％年利率，与合同明确不符，高利贷行为，要求退还利息
" 上门催收,骚扰家人",南京银行鑫梦享,2022年06月18日 19:16," 解释,改善服务","2020年我老公通过别人介绍，在南京银行贷了一笔款项，10万元，分48期，每月还2575元，今年5.20由于我动手术，花了一大笔钱，导致逾期，今天6.18号，有两个人在我们不知情况下，从苏州开到我们老家，家里只有一个老人在，然后我承诺，今天还610,月底连还2期帐单，被工作人员拒绝。而且他们呆了4小时，严重骚扰我家你的生活。"
" 客服服务态度差,协商还款",南京银行鑫梦享,2022年06月16日 16:27, 解决问题希望协商,本人于2022.5.7在京东金融上借款 南京银行诚易贷15000本金，年化利率23.4％已经很高了。之前客服打电话过来说拒绝协商，说我骗贷，如果我骗贷的话，我人就不和你们银行联系了。我深刻知道首期还款我就还不上了，所以我知道我不能再以贷养贷了，真的没有想要骗贷。在2021年6月份我爸爸确诊癌症，这一年多一直在治疗，花费了很多来治病，这两年因为疫情也是收入减少，因为还有别的银行欠款，我也在努力工作，多赚钱还款，希望南京银行能给协商机会，尽早达成协商，谢谢
 恶意收取高额违约金,南京银行鑫梦享,2022年06月16日 15:18, 退款,2021年8月本人向南京银行鑫梦享申请一笔消费贷款（48期），迄今已按时还款九期，现考虑申请提前还款，可是现在南京银行告知我承担剩余未还本金5%的违约金；当时业务专员没有说明鑫梦享提前还款需要支付违约金，存在诱骗误导情形。 疫情情况下年化18%高额利息下，我凑足所有本金想要提前还款，难道南京银行这样操作是想让贷款坏账让用户成为失信人员吗。 居然还说出了两个可以帮助申请减免的条件 ，一个是身上要有经济纠纷的官司，另一个是家庭成员要有重大疾病！我这是要主动还钱！这样的条件真是可笑至极！本人按时还款9期金额达到39000多元，现在居然还要收取6000多元的违约金。总合计高达45000多元。而我只用了9个月的贷款！这不是变相的高利贷吗！在大环境这样的情况下对南京银行保持很大的质疑，并将会向银保监投诉。 望贵平台能帮处理，让其取消不合理的违约金！
